"REF_DATE","GEO","DGUID","Geography, importing","Prices","Product","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Aviation fuel [ENE324114]","Canadian dollars","47","thousands","3","v1775388718","1.10.1.12","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Aviation fuel [ENE324114]","Canadian dollars","47","thousands","3","v1775388718","1.10.1.12","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Aviation fuel [ENE324114]","Canadian dollars","47","thousands","3","v1775388718","1.10.1.12","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Heavy fuel oils [ENE324115]","Canadian dollars","47","thousands","3","v1775389110","1.10.1.13","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Heavy fuel oils [ENE324115]","Canadian dollars","47","thousands","3","v1775389110","1.10.1.13","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Heavy fuel oils [ENE324115]","Canadian dollars","47","thousands","3","v1775389110","1.10.1.13","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Coke and other coke oven products [ENE3241A2]","Canadian dollars","47","thousands","3","v1775389502","1.10.1.14","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Coke and other coke oven products [ENE3241A2]","Canadian dollars","47","thousands","3","v1775389502","1.10.1.14","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Coke and other coke oven products [ENE3241A2]","Canadian dollars","47","thousands","3","v1775389502","1.10.1.14","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Fuel wood and solid fuel products n.e.c. [ENE32C000]","Canadian dollars","47","thousands","3","v1775389894","1.10.1.15","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Fuel wood and solid fuel products n.e.c. [ENE32C000]","Canadian dollars","47","thousands","3","v1775389894","1.10.1.15","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Fuel wood and solid fuel products n.e.c. [ENE32C000]","Canadian dollars","47","thousands","3","v1775389894","1.10.1.15","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Floriculture and nursery products (except cannabis), and sod [MPG111400]","Canadian dollars","47","thousands","3","v1775390286","1.10.1.16","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Floriculture and nursery products (except cannabis), and sod [MPG111400]","Canadian dollars","47","thousands","3","v1775390286","1.10.1.16","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Floriculture and nursery products (except cannabis), and sod [MPG111400]","Canadian dollars","47","thousands","3","v1775390286","1.10.1.16","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Canola (including rapeseed) [MPG111A01]","Canadian dollars","47","thousands","3","v1775390678","1.10.1.17","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Canola (including rapeseed) [MPG111A01]","Canadian dollars","47","thousands","3","v1775390678","1.10.1.17","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Canola (including rapeseed) [MPG111A01]","Canadian dollars","47","thousands","3","v1775390678","1.10.1.17","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Oilseeds (except canola) [MPG111A02]","Canadian dollars","47","thousands","3","v1775391070","1.10.1.18","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Oilseeds (except canola) [MPG111A02]","Canadian dollars","47","thousands","3","v1775391070","1.10.1.18","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Oilseeds (except canola) [MPG111A02]","Canadian dollars","47","thousands","3","v1775391070","1.10.1.18","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Wheat [MPG111A03]","Canadian dollars","47","thousands","3","v1775391462","1.10.1.19","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Wheat [MPG111A03]","Canadian dollars","47","thousands","3","v1775391462","1.10.1.19","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Wheat [MPG111A03]","Canadian dollars","47","thousands","3","v1775391462","1.10.1.19","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Grains (except wheat) [MPG111A04]","Canadian dollars","47","thousands","3","v1775391854","1.10.1.20","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Grains (except wheat) [MPG111A04]","Canadian dollars","47","thousands","3","v1775391854","1.10.1.20","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Grains (except wheat) [MPG111A04]","Canadian dollars","47","thousands","3","v1775391854","1.10.1.20","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Fresh potatoes [MPG111A05]","Canadian dollars","47","thousands","3","v1775392246","1.10.1.21","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Fresh potatoes [MPG111A05]","Canadian dollars","47","thousands","3","v1775392246","1.10.1.21","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Fresh potatoes [MPG111A05]","Canadian dollars","47","thousands","3","v1775392246","1.10.1.21","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Fresh vegetables (except potatoes) [MPG111A08]","Canadian dollars","47","thousands","3","v1775392638","1.10.1.22","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Fresh vegetables (except potatoes) [MPG111A08]","Canadian dollars","47","thousands","3","v1775392638","1.10.1.22","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Fresh vegetables (except potatoes) [MPG111A08]","Canadian dollars","47","thousands","3","v1775392638","1.10.1.22","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Fresh fruit and nuts [MPG111A10]","Canadian dollars","47","thousands","3","v1775393030","1.10.1.23","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Fresh fruit and nuts [MPG111A10]","Canadian dollars","47","thousands","3","v1775393030","1.10.1.23","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Fresh fruit and nuts [MPG111A10]","Canadian dollars","47","thousands","3","v1775393030","1.10.1.23","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Other miscellaneous crop products [MPG111A11]","Canadian dollars","47","thousands","3","v1775393422","1.10.1.24","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Other miscellaneous crop products [MPG111A11]","Canadian dollars","47","thousands","3","v1775393422","1.10.1.24","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Other miscellaneous crop products [MPG111A11]","Canadian dollars","47","thousands","3","v1775393422","1.10.1.24","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Cannabis seeds, plants and flowering tops [MPG111C00]","Canadian dollars","47","thousands","3","v1775393814","1.10.1.25","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Cannabis seeds, plants and flowering tops [MPG111C00]","Canadian dollars","47","thousands","3","v1775393814","1.10.1.25","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Cannabis seeds, plants and flowering tops [MPG111C00]","Canadian dollars","47","thousands","3","v1775393814","1.10.1.25","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Cattle and calves [MPG112001]","Canadian dollars","47","thousands","3","v1775394206","1.10.1.26","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Cattle and calves [MPG112001]","Canadian dollars","47","thousands","3","v1775394206","1.10.1.26","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Cattle and calves [MPG112001]","Canadian dollars","47","thousands","3","v1775394206","1.10.1.26","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Unprocessed milk [MPG112002]","Canadian dollars","47","thousands","3","v1775394598","1.10.1.27","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Unprocessed milk [MPG112002]","Canadian dollars","47","thousands","3","v1775394598","1.10.1.27","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Unprocessed milk [MPG112002]","Canadian dollars","47","thousands","3","v1775394598","1.10.1.27","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Hogs [MPG112003]","Canadian dollars","47","thousands","3","v1775394990","1.10.1.28","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Hogs [MPG112003]","Canadian dollars","47","thousands","3","v1775394990","1.10.1.28","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Hogs [MPG112003]","Canadian dollars","47","thousands","3","v1775394990","1.10.1.28","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Eggs in shell [MPG112004]","Canadian dollars","47","thousands","3","v1775395382","1.10.1.29","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Eggs in shell [MPG112004]","Canadian dollars","47","thousands","3","v1775395382","1.10.1.29","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Eggs in shell [MPG112004]","Canadian dollars","47","thousands","3","v1775395382","1.10.1.29","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Poultry [MPG112005]","Canadian dollars","47","thousands","3","v1775395774","1.10.1.30","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Poultry [MPG112005]","Canadian dollars","47","thousands","3","v1775395774","1.10.1.30","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Poultry [MPG112005]","Canadian dollars","47","thousands","3","v1775395774","1.10.1.30","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Other live animals [MPG112006]","Canadian dollars","47","thousands","3","v1775396166","1.10.1.31","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Other live animals [MPG112006]","Canadian dollars","47","thousands","3","v1775396166","1.10.1.31","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Other live animals [MPG112006]","Canadian dollars","47","thousands","3","v1775396166","1.10.1.31","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Raw furskins, and animal products n.e.c. [MPG112007]","Canadian dollars","47","thousands","3","v1775396558","1.10.1.32","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Raw furskins, and animal products n.e.c. [MPG112007]","Canadian dollars","47","thousands","3","v1775396558","1.10.1.32","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Raw furskins, and animal products n.e.c. [MPG112007]","Canadian dollars","47","thousands","3","v1775396558","1.10.1.32","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Logs, pulpwood and other forestry products [MPG113000]","Canadian dollars","47","thousands","3","v1775396950","1.10.1.33","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Logs, pulpwood and other forestry products [MPG113000]","Canadian dollars","47","thousands","3","v1775396950","1.10.1.33","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Logs, pulpwood and other forestry products [MPG113000]","Canadian dollars","47","thousands","3","v1775396950","1.10.1.33","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Fish, crustaceans, shellfish and other fishery products [MPG114000]","Canadian dollars","47","thousands","3","v1775397342","1.10.1.34","11385","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Fish, crustaceans, shellfish and other fishery products [MPG114000]","Canadian dollars","47","thousands","3","v1775397342","1.10.1.34","11620","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Fish, crustaceans, shellfish and other fishery products [MPG114000]","Canadian dollars","47","thousands","3","v1775397342","1.10.1.34","14672","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Iron ores and concentrates [MPG212210]","Canadian dollars","47","thousands","3","v1775397734","1.10.1.35","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Iron ores and concentrates [MPG212210]","Canadian dollars","47","thousands","3","v1775397734","1.10.1.35","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Iron ores and concentrates [MPG212210]","Canadian dollars","47","thousands","3","v1775397734","1.10.1.35","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Gold and silver ores and concentrates [MPG212220]","Canadian dollars","47","thousands","3","v1775398126","1.10.1.36","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Gold and silver ores and concentrates [MPG212220]","Canadian dollars","47","thousands","3","v1775398126","1.10.1.36","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Gold and silver ores and concentrates [MPG212220]","Canadian dollars","47","thousands","3","v1775398126","1.10.1.36","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Copper ores and concentrates [MPG212231]","Canadian dollars","47","thousands","3","v1775398518","1.10.1.37","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Copper ores and concentrates [MPG212231]","Canadian dollars","47","thousands","3","v1775398518","1.10.1.37","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Copper ores and concentrates [MPG212231]","Canadian dollars","47","thousands","3","v1775398518","1.10.1.37","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Nickel ores and concentrates [MPG212232]","Canadian dollars","47","thousands","3","v1775398910","1.10.1.38","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Nickel ores and concentrates [MPG212232]","Canadian dollars","47","thousands","3","v1775398910","1.10.1.38","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Nickel ores and concentrates [MPG212232]","Canadian dollars","47","thousands","3","v1775398910","1.10.1.38","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Lead and zinc ores and concentrates [MPG212233]","Canadian dollars","47","thousands","3","v1775399302","1.10.1.39","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Lead and zinc ores and concentrates [MPG212233]","Canadian dollars","47","thousands","3","v1775399302","1.10.1.39","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Lead and zinc ores and concentrates [MPG212233]","Canadian dollars","47","thousands","3","v1775399302","1.10.1.39","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Radioactive ores and concentrates [MPG212291]","Canadian dollars","47","thousands","3","v1775399694","1.10.1.40","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Radioactive ores and concentrates [MPG212291]","Canadian dollars","47","thousands","3","v1775399694","1.10.1.40","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Radioactive ores and concentrates [MPG212291]","Canadian dollars","47","thousands","3","v1775399694","1.10.1.40","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Other metal ores and concentrates [MPG212299]","Canadian dollars","47","thousands","3","v1775400086","1.10.1.41","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Other metal ores and concentrates [MPG212299]","Canadian dollars","47","thousands","3","v1775400086","1.10.1.41","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Other metal ores and concentrates [MPG212299]","Canadian dollars","47","thousands","3","v1775400086","1.10.1.41","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Stone [MPG212310]","Canadian dollars","47","thousands","3","v1775400478","1.10.1.42","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Stone [MPG212310]","Canadian dollars","47","thousands","3","v1775400478","1.10.1.42","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Stone [MPG212310]","Canadian dollars","47","thousands","3","v1775400478","1.10.1.42","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Sand, gravel, clay, and refractory minerals [MPG212320]","Canadian dollars","47","thousands","3","v1775400870","1.10.1.43","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Sand, gravel, clay, and refractory minerals [MPG212320]","Canadian dollars","47","thousands","3","v1775400870","1.10.1.43","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Sand, gravel, clay, and refractory minerals [MPG212320]","Canadian dollars","47","thousands","3","v1775400870","1.10.1.43","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Uncut and industrial diamonds [MPG212392]","Canadian dollars","47","thousands","3","v1775401262","1.10.1.44","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Uncut and industrial diamonds [MPG212392]","Canadian dollars","47","thousands","3","v1775401262","1.10.1.44","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Uncut and industrial diamonds [MPG212392]","Canadian dollars","47","thousands","3","v1775401262","1.10.1.44","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Potash [MPG212396]","Canadian dollars","47","thousands","3","v1775401654","1.10.1.45","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Potash [MPG212396]","Canadian dollars","47","thousands","3","v1775401654","1.10.1.45","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Potash [MPG212396]","Canadian dollars","47","thousands","3","v1775401654","1.10.1.45","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Non-metallic minerals (except diamonds) [MPG21239C]","Canadian dollars","47","thousands","3","v1775402046","1.10.1.46","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Non-metallic minerals (except diamonds) [MPG21239C]","Canadian dollars","47","thousands","3","v1775402046","1.10.1.46","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Non-metallic minerals (except diamonds) [MPG21239C]","Canadian dollars","47","thousands","3","v1775402046","1.10.1.46","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Dog and cat food [MPG311101]","Canadian dollars","47","thousands","3","v1775402438","1.10.1.47","0","","","","0"
"2023","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Dog and cat food [MPG311101]","Canadian dollars","47","thousands","3","v1775402438","1.10.1.47","0","","","","0"
"2024","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Dog and cat food [MPG311101]","Canadian dollars","47","thousands","3","v1775402438","1.10.1.47","0","","","","0"
"2022","Newfoundland and Labrador, exporting","2021A000210","British Columbia, importing","Current prices","Other animal feed [MPG311109]","Canadian dollars","47","thousands","3","v1775402830","1.10.1.48","0","","","","0"
