"REF_DATE","GEO","DGUID","Prices","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1997","British Columbia","2021A000259","Chained (2017) dollars","Construction [23]","Dollars","81","millions","6","v1793288514","10.2.52","11142.3","","","","1"
"1998","British Columbia","2021A000259","Chained (2017) dollars","Construction [23]","Dollars","81","millions","6","v1793288514","10.2.52","10000.2","","","","1"
"1999","British Columbia","2021A000259","Chained (2017) dollars","Construction [23]","Dollars","81","millions","6","v1793288514","10.2.52","9892.1","","","","1"
"2000","British Columbia","2021A000259","Chained (2017) dollars","Construction [23]","Dollars","81","millions","6","v1793288514","10.2.52","9711.8","","","","1"
"2001","British Columbia","2021A000259","Chained (2017) dollars","Construction [23]","Dollars","81","millions","6","v1793288514","10.2.52","9845.8","","","","1"
"2002","British Columbia","2021A000259","Chained (2017) dollars","Construction [23]","Dollars","81","millions","6","v1793288514","10.2.52","10427.6","","","","1"
"2003","British Columbia","2021A000259","Chained (2017) dollars","Construction [23]","Dollars","81","millions","6","v1793288514","10.2.52","11248.3","","","","1"
"2004","British Columbia","2021A000259","Chained (2017) dollars","Construction [23]","Dollars","81","millions","6","v1793288514","10.2.52","12747.0","","","","1"
"2005","British Columbia","2021A000259","Chained (2017) dollars","Construction [23]","Dollars","81","millions","6","v1793288514","10.2.52","13835.8","","","","1"
"2006","British Columbia","2021A000259","Chained (2017) dollars","Construction [23]","Dollars","81","millions","6","v1793288514","10.2.52","15175.2","","","","1"
"2007","British Columbia","2021A000259","Chained (2017) dollars","Construction [23]","Dollars","81","millions","6","v1793288514","10.2.52","16558.7","","","","1"
"2008","British Columbia","2021A000259","Chained (2017) dollars","Construction [23]","Dollars","81","millions","6","v1793288514","10.2.52","17445.0","","","","1"
"2009","British Columbia","2021A000259","Chained (2017) dollars","Construction [23]","Dollars","81","millions","6","v1793288514","10.2.52","15898.6","","","","1"
"2010","British Columbia","2021A000259","Chained (2017) dollars","Construction [23]","Dollars","81","millions","6","v1793288514","10.2.52","16230.7","","","","1"
"2011","British Columbia","2021A000259","Chained (2017) dollars","Construction [23]","Dollars","81","millions","6","v1793288514","10.2.52","16573.8","","","","1"
"2012","British Columbia","2021A000259","Chained (2017) dollars","Construction [23]","Dollars","81","millions","6","v1793288514","10.2.52","18033.6","","","","1"
"2013","British Columbia","2021A000259","Chained (2017) dollars","Construction [23]","Dollars","81","millions","6","v1793288514","10.2.52","18345.5","","","","1"
"2014","British Columbia","2021A000259","Chained (2017) dollars","Construction [23]","Dollars","81","millions","6","v1793288514","10.2.52","19700.3","","","","1"
"2015","British Columbia","2021A000259","Chained (2017) dollars","Construction [23]","Dollars","81","millions","6","v1793288514","10.2.52","19396.5","","","","1"
"2016","British Columbia","2021A000259","Chained (2017) dollars","Construction [23]","Dollars","81","millions","6","v1793288514","10.2.52","19258.1","","","","1"
"2017","British Columbia","2021A000259","Chained (2017) dollars","Construction [23]","Dollars","81","millions","6","v1793288514","10.2.52","20810.3","","","","1"
"2018","British Columbia","2021A000259","Chained (2017) dollars","Construction [23]","Dollars","81","millions","6","v1793288514","10.2.52","22278.4","","","","1"
"2019","British Columbia","2021A000259","Chained (2017) dollars","Construction [23]","Dollars","81","millions","6","v1793288514","10.2.52","24601.9","","","","1"
"2020","British Columbia","2021A000259","Chained (2017) dollars","Construction [23]","Dollars","81","millions","6","v1793288514","10.2.52","25476.2","","","","1"
"2021","British Columbia","2021A000259","Chained (2017) dollars","Construction [23]","Dollars","81","millions","6","v1793288514","10.2.52","27991.4","","","","1"
"2022","British Columbia","2021A000259","Chained (2017) dollars","Construction [23]","Dollars","81","millions","6","v1793288514","10.2.52","29433.6","","","","1"
"2023","British Columbia","2021A000259","Chained (2017) dollars","Construction [23]","Dollars","81","millions","6","v1793288514","10.2.52","30623.0","","","","1"
"2024","British Columbia","2021A000259","Chained (2017) dollars","Construction [23]","Dollars","81","millions","6","v1793288514","10.2.52","28585.9","","","","1"
"1997","British Columbia","2021A000259","Chained (2017) dollars","Manufacturing [31-33]","Dollars","81","millions","6","v1793288578","10.2.57","12250.4","","","","1"
"1998","British Columbia","2021A000259","Chained (2017) dollars","Manufacturing [31-33]","Dollars","81","millions","6","v1793288578","10.2.57","12141.5","","","","1"
"1999","British Columbia","2021A000259","Chained (2017) dollars","Manufacturing [31-33]","Dollars","81","millions","6","v1793288578","10.2.57","13794.3","","","","1"
"2000","British Columbia","2021A000259","Chained (2017) dollars","Manufacturing [31-33]","Dollars","81","millions","6","v1793288578","10.2.57","16287.2","","","","1"
"2001","British Columbia","2021A000259","Chained (2017) dollars","Manufacturing [31-33]","Dollars","81","millions","6","v1793288578","10.2.57","15127.5","","","","1"
"2002","British Columbia","2021A000259","Chained (2017) dollars","Manufacturing [31-33]","Dollars","81","millions","6","v1793288578","10.2.57","15098.8","","","","1"
"2003","British Columbia","2021A000259","Chained (2017) dollars","Manufacturing [31-33]","Dollars","81","millions","6","v1793288578","10.2.57","15268.7","","","","1"
"2004","British Columbia","2021A000259","Chained (2017) dollars","Manufacturing [31-33]","Dollars","81","millions","6","v1793288578","10.2.57","16574.0","","","","1"
"2005","British Columbia","2021A000259","Chained (2017) dollars","Manufacturing [31-33]","Dollars","81","millions","6","v1793288578","10.2.57","17306.6","","","","1"
"2006","British Columbia","2021A000259","Chained (2017) dollars","Manufacturing [31-33]","Dollars","81","millions","6","v1793288578","10.2.57","18469.0","","","","1"
"2007","British Columbia","2021A000259","Chained (2017) dollars","Manufacturing [31-33]","Dollars","81","millions","6","v1793288578","10.2.57","18219.1","","","","1"
"2008","British Columbia","2021A000259","Chained (2017) dollars","Manufacturing [31-33]","Dollars","81","millions","6","v1793288578","10.2.57","16790.0","","","","1"
"2009","British Columbia","2021A000259","Chained (2017) dollars","Manufacturing [31-33]","Dollars","81","millions","6","v1793288578","10.2.57","14470.6","","","","1"
"2010","British Columbia","2021A000259","Chained (2017) dollars","Manufacturing [31-33]","Dollars","81","millions","6","v1793288578","10.2.57","14815.1","","","","1"
"2011","British Columbia","2021A000259","Chained (2017) dollars","Manufacturing [31-33]","Dollars","81","millions","6","v1793288578","10.2.57","15604.5","","","","1"
"2012","British Columbia","2021A000259","Chained (2017) dollars","Manufacturing [31-33]","Dollars","81","millions","6","v1793288578","10.2.57","16297.8","","","","1"
"2013","British Columbia","2021A000259","Chained (2017) dollars","Manufacturing [31-33]","Dollars","81","millions","6","v1793288578","10.2.57","16215.4","","","","1"
"2014","British Columbia","2021A000259","Chained (2017) dollars","Manufacturing [31-33]","Dollars","81","millions","6","v1793288578","10.2.57","17058.3","","","","1"
"2015","British Columbia","2021A000259","Chained (2017) dollars","Manufacturing [31-33]","Dollars","81","millions","6","v1793288578","10.2.57","17187.8","","","","1"
"2016","British Columbia","2021A000259","Chained (2017) dollars","Manufacturing [31-33]","Dollars","81","millions","6","v1793288578","10.2.57","18122.5","","","","1"
"2017","British Columbia","2021A000259","Chained (2017) dollars","Manufacturing [31-33]","Dollars","81","millions","6","v1793288578","10.2.57","18057.7","","","","1"
"2018","British Columbia","2021A000259","Chained (2017) dollars","Manufacturing [31-33]","Dollars","81","millions","6","v1793288578","10.2.57","18319.4","","","","1"
"2019","British Columbia","2021A000259","Chained (2017) dollars","Manufacturing [31-33]","Dollars","81","millions","6","v1793288578","10.2.57","17870.9","","","","1"
"2020","British Columbia","2021A000259","Chained (2017) dollars","Manufacturing [31-33]","Dollars","81","millions","6","v1793288578","10.2.57","16761.6","","","","1"
"2021","British Columbia","2021A000259","Chained (2017) dollars","Manufacturing [31-33]","Dollars","81","millions","6","v1793288578","10.2.57","17522.4","","","","1"
"2022","British Columbia","2021A000259","Chained (2017) dollars","Manufacturing [31-33]","Dollars","81","millions","6","v1793288578","10.2.57","17349.8","","","","1"
"2023","British Columbia","2021A000259","Chained (2017) dollars","Manufacturing [31-33]","Dollars","81","millions","6","v1793288578","10.2.57","16612.1","","","","1"
"2024","British Columbia","2021A000259","Chained (2017) dollars","Manufacturing [31-33]","Dollars","81","millions","6","v1793288578","10.2.57","15709.8","","","","1"
"1997","British Columbia","2021A000259","Chained (2017) dollars","Wholesale trade [41]","Dollars","81","millions","6","v1793288579","10.2.117","6548.2","","","","1"
"1998","British Columbia","2021A000259","Chained (2017) dollars","Wholesale trade [41]","Dollars","81","millions","6","v1793288579","10.2.117","6898.1","","","","1"
"1999","British Columbia","2021A000259","Chained (2017) dollars","Wholesale trade [41]","Dollars","81","millions","6","v1793288579","10.2.117","6888.8","","","","1"
"2000","British Columbia","2021A000259","Chained (2017) dollars","Wholesale trade [41]","Dollars","81","millions","6","v1793288579","10.2.117","6589.9","","","","1"
"2001","British Columbia","2021A000259","Chained (2017) dollars","Wholesale trade [41]","Dollars","81","millions","6","v1793288579","10.2.117","6705.0","","","","1"
"2002","British Columbia","2021A000259","Chained (2017) dollars","Wholesale trade [41]","Dollars","81","millions","6","v1793288579","10.2.117","7197.1","","","","1"
"2003","British Columbia","2021A000259","Chained (2017) dollars","Wholesale trade [41]","Dollars","81","millions","6","v1793288579","10.2.117","7553.3","","","","1"
"2004","British Columbia","2021A000259","Chained (2017) dollars","Wholesale trade [41]","Dollars","81","millions","6","v1793288579","10.2.117","7751.0","","","","1"
"2005","British Columbia","2021A000259","Chained (2017) dollars","Wholesale trade [41]","Dollars","81","millions","6","v1793288579","10.2.117","7925.6","","","","1"
"2006","British Columbia","2021A000259","Chained (2017) dollars","Wholesale trade [41]","Dollars","81","millions","6","v1793288579","10.2.117","8327.8","","","","1"
"2007","British Columbia","2021A000259","Chained (2017) dollars","Wholesale trade [41]","Dollars","81","millions","6","v1793288579","10.2.117","8967.9","","","","1"
"2008","British Columbia","2021A000259","Chained (2017) dollars","Wholesale trade [41]","Dollars","81","millions","6","v1793288579","10.2.117","8861.3","","","","1"
"2009","British Columbia","2021A000259","Chained (2017) dollars","Wholesale trade [41]","Dollars","81","millions","6","v1793288579","10.2.117","7849.1","","","","1"
"2010","British Columbia","2021A000259","Chained (2017) dollars","Wholesale trade [41]","Dollars","81","millions","6","v1793288579","10.2.117","8233.6","","","","1"
"2011","British Columbia","2021A000259","Chained (2017) dollars","Wholesale trade [41]","Dollars","81","millions","6","v1793288579","10.2.117","8343.0","","","","1"
"2012","British Columbia","2021A000259","Chained (2017) dollars","Wholesale trade [41]","Dollars","81","millions","6","v1793288579","10.2.117","9077.8","","","","1"
"2013","British Columbia","2021A000259","Chained (2017) dollars","Wholesale trade [41]","Dollars","81","millions","6","v1793288579","10.2.117","9384.8","","","","1"
"2014","British Columbia","2021A000259","Chained (2017) dollars","Wholesale trade [41]","Dollars","81","millions","6","v1793288579","10.2.117","9710.1","","","","1"
"2015","British Columbia","2021A000259","Chained (2017) dollars","Wholesale trade [41]","Dollars","81","millions","6","v1793288579","10.2.117","9516.4","","","","1"
"2016","British Columbia","2021A000259","Chained (2017) dollars","Wholesale trade [41]","Dollars","81","millions","6","v1793288579","10.2.117","9808.6","","","","1"
"2017","British Columbia","2021A000259","Chained (2017) dollars","Wholesale trade [41]","Dollars","81","millions","6","v1793288579","10.2.117","10161.4","","","","1"
"2018","British Columbia","2021A000259","Chained (2017) dollars","Wholesale trade [41]","Dollars","81","millions","6","v1793288579","10.2.117","10418.0","","","","1"
"2019","British Columbia","2021A000259","Chained (2017) dollars","Wholesale trade [41]","Dollars","81","millions","6","v1793288579","10.2.117","10768.6","","","","1"
"2020","British Columbia","2021A000259","Chained (2017) dollars","Wholesale trade [41]","Dollars","81","millions","6","v1793288579","10.2.117","10824.3","","","","1"
"2021","British Columbia","2021A000259","Chained (2017) dollars","Wholesale trade [41]","Dollars","81","millions","6","v1793288579","10.2.117","11306.9","","","","1"
"2022","British Columbia","2021A000259","Chained (2017) dollars","Wholesale trade [41]","Dollars","81","millions","6","v1793288579","10.2.117","11352.3","","","","1"
"2023","British Columbia","2021A000259","Chained (2017) dollars","Wholesale trade [41]","Dollars","81","millions","6","v1793288579","10.2.117","10779.3","","","","1"
"2024","British Columbia","2021A000259","Chained (2017) dollars","Wholesale trade [41]","Dollars","81","millions","6","v1793288579","10.2.117","10893.4","","","","1"
"1997","British Columbia","2021A000259","Chained (2017) dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288617","10.2.127","8310.3","","","","1"
"1998","British Columbia","2021A000259","Chained (2017) dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288617","10.2.127","8548.5","","","","1"
"1999","British Columbia","2021A000259","Chained (2017) dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288617","10.2.127","8742.8","","","","1"
"2000","British Columbia","2021A000259","Chained (2017) dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288617","10.2.127","8856.7","","","","1"
"2001","British Columbia","2021A000259","Chained (2017) dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288617","10.2.127","9197.5","","","","1"
"2002","British Columbia","2021A000259","Chained (2017) dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288617","10.2.127","9504.8","","","","1"
"2003","British Columbia","2021A000259","Chained (2017) dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288617","10.2.127","9810.1","","","","1"
"2004","British Columbia","2021A000259","Chained (2017) dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288617","10.2.127","10307.5","","","","1"
"2005","British Columbia","2021A000259","Chained (2017) dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288617","10.2.127","10952.6","","","","1"
"2006","British Columbia","2021A000259","Chained (2017) dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288617","10.2.127","11813.2","","","","1"
"2007","British Columbia","2021A000259","Chained (2017) dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288617","10.2.127","12373.7","","","","1"
"2008","British Columbia","2021A000259","Chained (2017) dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288617","10.2.127","12113.4","","","","1"
"2009","British Columbia","2021A000259","Chained (2017) dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288617","10.2.127","12126.7","","","","1"
"2010","British Columbia","2021A000259","Chained (2017) dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288617","10.2.127","12419.5","","","","1"
"2011","British Columbia","2021A000259","Chained (2017) dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288617","10.2.127","12474.5","","","","1"
"2012","British Columbia","2021A000259","Chained (2017) dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288617","10.2.127","12270.9","","","","1"
"2013","British Columbia","2021A000259","Chained (2017) dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288617","10.2.127","12961.8","","","","1"
"2014","British Columbia","2021A000259","Chained (2017) dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288617","10.2.127","13595.3","","","","1"
"2015","British Columbia","2021A000259","Chained (2017) dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288617","10.2.127","14049.7","","","","1"
"2016","British Columbia","2021A000259","Chained (2017) dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288617","10.2.127","14761.1","","","","1"
"2017","British Columbia","2021A000259","Chained (2017) dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288617","10.2.127","15412.1","","","","1"
"2018","British Columbia","2021A000259","Chained (2017) dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288617","10.2.127","15918.5","","","","1"
"2019","British Columbia","2021A000259","Chained (2017) dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288617","10.2.127","16287.5","","","","1"
"2020","British Columbia","2021A000259","Chained (2017) dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288617","10.2.127","16097.1","","","","1"
"2021","British Columbia","2021A000259","Chained (2017) dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288617","10.2.127","17203.4","","","","1"
"2022","British Columbia","2021A000259","Chained (2017) dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288617","10.2.127","17553.0","","","","1"
"2023","British Columbia","2021A000259","Chained (2017) dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288617","10.2.127","17743.2","","","","1"
"2024","British Columbia","2021A000259","Chained (2017) dollars","Retail trade [44-45]","Dollars","81","millions","6","v1793288617","10.2.127","17961.7","","","","1"
"1997","British Columbia","2021A000259","Chained (2017) dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288619","10.2.141","9173.4","","","","1"
"1998","British Columbia","2021A000259","Chained (2017) dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288619","10.2.141","9103.1","","","","1"
"1999","British Columbia","2021A000259","Chained (2017) dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288619","10.2.141","9434.4","","","","1"
"2000","British Columbia","2021A000259","Chained (2017) dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288619","10.2.141","10123.7","","","","1"
"2001","British Columbia","2021A000259","Chained (2017) dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288619","10.2.141","10154.4","","","","1"
"2002","British Columbia","2021A000259","Chained (2017) dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288619","10.2.141","10395.2","","","","1"
"2003","British Columbia","2021A000259","Chained (2017) dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288619","10.2.141","10425.0","","","","1"
"2004","British Columbia","2021A000259","Chained (2017) dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288619","10.2.141","10700.6","","","","1"
"2005","British Columbia","2021A000259","Chained (2017) dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288619","10.2.141","11589.6","","","","1"
"2006","British Columbia","2021A000259","Chained (2017) dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288619","10.2.141","11575.6","","","","1"
"2007","British Columbia","2021A000259","Chained (2017) dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288619","10.2.141","11771.0","","","","1"
"2008","British Columbia","2021A000259","Chained (2017) dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288619","10.2.141","11490.4","","","","1"
"2009","British Columbia","2021A000259","Chained (2017) dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288619","10.2.141","11093.2","","","","1"
"2010","British Columbia","2021A000259","Chained (2017) dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288619","10.2.141","11478.3","","","","1"
"2011","British Columbia","2021A000259","Chained (2017) dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288619","10.2.141","11944.8","","","","1"
"2012","British Columbia","2021A000259","Chained (2017) dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288619","10.2.141","12087.9","","","","1"
"2013","British Columbia","2021A000259","Chained (2017) dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288619","10.2.141","12678.2","","","","1"
"2014","British Columbia","2021A000259","Chained (2017) dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288619","10.2.141","13458.9","","","","1"
"2015","British Columbia","2021A000259","Chained (2017) dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288619","10.2.141","13961.6","","","","1"
"2016","British Columbia","2021A000259","Chained (2017) dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288619","10.2.141","14090.4","","","","1"
"2017","British Columbia","2021A000259","Chained (2017) dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288619","10.2.141","15589.2","","","","1"
"2018","British Columbia","2021A000259","Chained (2017) dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288619","10.2.141","15915.3","","","","1"
"2019","British Columbia","2021A000259","Chained (2017) dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288619","10.2.141","16061.8","","","","1"
"2020","British Columbia","2021A000259","Chained (2017) dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288619","10.2.141","11839.0","","","","1"
"2021","British Columbia","2021A000259","Chained (2017) dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288619","10.2.141","12896.4","","","","1"
"2022","British Columbia","2021A000259","Chained (2017) dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288619","10.2.141","15185.1","","","","1"
"2023","British Columbia","2021A000259","Chained (2017) dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288619","10.2.141","16244.2","","","","1"
"2024","British Columbia","2021A000259","Chained (2017) dollars","Transportation and warehousing [48-49]","Dollars","81","millions","6","v1793288619","10.2.141","16898.2","","","","1"
"1997","British Columbia","2021A000259","Chained (2017) dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288620","10.2.158","3925.3","","","","1"
"1998","British Columbia","2021A000259","Chained (2017) dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288620","10.2.158","4128.3","","","","1"
"1999","British Columbia","2021A000259","Chained (2017) dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288620","10.2.158","4402.2","","","","1"
"2000","British Columbia","2021A000259","Chained (2017) dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288620","10.2.158","4801.4","","","","1"
"2001","British Columbia","2021A000259","Chained (2017) dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288620","10.2.158","4933.4","","","","1"
"2002","British Columbia","2021A000259","Chained (2017) dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288620","10.2.158","5687.9","","","","1"
"2003","British Columbia","2021A000259","Chained (2017) dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288620","10.2.158","6338.2","","","","1"
"2004","British Columbia","2021A000259","Chained (2017) dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288620","10.2.158","6638.0","","","","1"
"2005","British Columbia","2021A000259","Chained (2017) dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288620","10.2.158","7154.4","","","","1"
"2006","British Columbia","2021A000259","Chained (2017) dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288620","10.2.158","7429.8","","","","1"
"2007","British Columbia","2021A000259","Chained (2017) dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288620","10.2.158","7571.3","","","","1"
"2008","British Columbia","2021A000259","Chained (2017) dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288620","10.2.158","7439.9","","","","1"
"2009","British Columbia","2021A000259","Chained (2017) dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288620","10.2.158","7101.2","","","","1"
"2010","British Columbia","2021A000259","Chained (2017) dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288620","10.2.158","7072.5","","","","1"
"2011","British Columbia","2021A000259","Chained (2017) dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288620","10.2.158","7198.8","","","","1"
"2012","British Columbia","2021A000259","Chained (2017) dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288620","10.2.158","7116.4","","","","1"
"2013","British Columbia","2021A000259","Chained (2017) dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288620","10.2.158","7018.8","","","","1"
"2014","British Columbia","2021A000259","Chained (2017) dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288620","10.2.158","7340.6","","","","1"
"2015","British Columbia","2021A000259","Chained (2017) dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288620","10.2.158","7428.1","","","","1"
"2016","British Columbia","2021A000259","Chained (2017) dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288620","10.2.158","7808.7","","","","1"
"2017","British Columbia","2021A000259","Chained (2017) dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288620","10.2.158","8262.4","","","","1"
"2018","British Columbia","2021A000259","Chained (2017) dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288620","10.2.158","8617.7","","","","1"
"2019","British Columbia","2021A000259","Chained (2017) dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288620","10.2.158","9194.4","","","","1"
"2020","British Columbia","2021A000259","Chained (2017) dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288620","10.2.158","9018.2","","","","1"
"2021","British Columbia","2021A000259","Chained (2017) dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288620","10.2.158","10047.8","","","","1"
"2022","British Columbia","2021A000259","Chained (2017) dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288620","10.2.158","10643.9","","","","1"
"2023","British Columbia","2021A000259","Chained (2017) dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288620","10.2.158","11017.6","","","","1"
"2024","British Columbia","2021A000259","Chained (2017) dollars","Information and cultural industries [51]","Dollars","81","millions","6","v1793288620","10.2.158","11278.0","","","","1"
"1997","British Columbia","2021A000259","Chained (2017) dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288634","10.2.172","8750.8","","","","1"
"1998","British Columbia","2021A000259","Chained (2017) dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288634","10.2.172","8336.7","","","","1"
"1999","British Columbia","2021A000259","Chained (2017) dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288634","10.2.172","8993.5","","","","1"
"2000","British Columbia","2021A000259","Chained (2017) dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288634","10.2.172","8950.3","","","","1"
"2001","British Columbia","2021A000259","Chained (2017) dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288634","10.2.172","8772.4","","","","1"
"2002","British Columbia","2021A000259","Chained (2017) dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288634","10.2.172","8861.4","","","","1"
"2003","British Columbia","2021A000259","Chained (2017) dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288634","10.2.172","9300.3","","","","1"
"2004","British Columbia","2021A000259","Chained (2017) dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288634","10.2.172","9719.0","","","","1"
"2005","British Columbia","2021A000259","Chained (2017) dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288634","10.2.172","10030.8","","","","1"
"2006","British Columbia","2021A000259","Chained (2017) dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288634","10.2.172","11001.8","","","","1"
"2007","British Columbia","2021A000259","Chained (2017) dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288634","10.2.172","11510.4","","","","1"
"2008","British Columbia","2021A000259","Chained (2017) dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288634","10.2.172","11327.1","","","","1"
"2009","British Columbia","2021A000259","Chained (2017) dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288634","10.2.172","11641.0","","","","1"
"2010","British Columbia","2021A000259","Chained (2017) dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288634","10.2.172","12011.6","","","","1"
"2011","British Columbia","2021A000259","Chained (2017) dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288634","10.2.172","12230.7","","","","1"
"2012","British Columbia","2021A000259","Chained (2017) dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288634","10.2.172","12073.3","","","","1"
"2013","British Columbia","2021A000259","Chained (2017) dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288634","10.2.172","12383.5","","","","1"
"2014","British Columbia","2021A000259","Chained (2017) dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288634","10.2.172","12581.4","","","","1"
"2015","British Columbia","2021A000259","Chained (2017) dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288634","10.2.172","13134.5","","","","1"
"2016","British Columbia","2021A000259","Chained (2017) dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288634","10.2.172","13989.6","","","","1"
"2017","British Columbia","2021A000259","Chained (2017) dollars","Finance and insurance [52]","Dollars","81","millions","6","v1793288634","10.2.172","14886.6","","","","1"
